"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000248663",32.1399012838014,-3.82757350984917,0.662086316734554,-5.78107931413984,7.42228849657539e-09,1.1915316562743e-07
"ENSG00000137843",765.149258970644,-0.788496198487888,0.136399366343204,-5.78079077364552,7.43503108451659e-09,1.19293349337171e-07
"ENSG00000293034",63.3450357404602,-2.27184703465964,0.39313313698561,-5.77882356109502,7.52247624464387e-09,1.20631321212626e-07
"ENSG00000114302",3838.39796193093,-0.462293918459175,0.080031996699554,-5.77636367357746,7.63322944095354e-09,1.22341420355628e-07
"ENSG00000213347",1094.24244224491,-0.688290055869604,0.119223291030686,-5.77311739945555,7.78181819804962e-09,1.24655759793959e-07
"ENSG00000183908",73.0446777364346,2.47737364292172,0.429215385360883,5.77186589161698,7.8398502681193e-09,1.25517774986946e-07
"ENSG00000273162",274.613248689089,-1.05840882517557,0.183386235891864,-5.77147363338478,7.85812563109513e-09,1.25742691311558e-07
"ENSG00000028277",768.886750396233,0.712264321543311,0.123446778128926,5.76980891959313,7.93614686777786e-09,1.26922882191284e-07
"ENSG00000115762",8832.873506759,-0.403939285553448,0.0700153403517985,-5.76929689299257,7.96029545230519e-09,1.27240681794585e-07
"ENSG00000105559",1375.25156472306,0.688822686274457,0.119398011026109,5.76913032599707,7.96816660100025e-09,1.27298094457548e-07
"ENSG00000130876",339.465525050367,-1.11893164650927,0.194057539531906,-5.7659787360403,8.11852958687914e-09,1.29630649286577e-07
"ENSG00000261667",120.372193849785,-1.6110279377522,0.279460609822539,-5.7647764340571,8.17661561270127e-09,1.30488081883597e-07
"ENSG00000075213",3780.15351953005,0.546406713517696,0.094842624848659,5.76119349701256,8.35212222608419e-09,1.33217469093473e-07
"ENSG00000196267",449.724910300697,-0.886906132356997,0.153978742273019,-5.75992581355438,8.41509132133579e-09,1.34149904360008e-07
"ENSG00000150540",99.8466232447466,1.87113155450902,0.325043055625537,5.75656523689785,8.58426171188447e-09,1.36773451067717e-07
"ENSG00000099942",13982.1733502064,-0.374099409333973,0.0650126153963849,-5.75425872429638,8.70227942915304e-09,1.38579607162214e-07
"ENSG00000169692",2856.99134705466,-0.590002167667493,0.102539148615448,-5.75392106950465,8.71968809526047e-09,1.38782537062447e-07
"ENSG00000168916",3345.32332605795,0.506574007800861,0.0880646065766365,5.75229967512573,8.80375601403942e-09,1.40045631096059e-07
"ENSG00000136040",418.215889557209,-0.996457093626307,0.173285971591999,-5.75036215841212,8.90524831604070e-09,1.41584404947762e-07
"ENSG00000163577",432.52752295958,0.870109689593182,0.151323807818952,5.74998542618095,8.92511421709421e-09,1.41824451183708e-07
"ENSG00000076554",3359.22053888116,-0.521100392517551,0.0906466466498493,-5.74870016461241,8.99321356612149e-09,1.42830285078172e-07
"ENSG00000105223",19613.5607155977,0.535745011304058,0.0932219775225073,5.7469818334921,9.08504860312634e-09,1.4421181472636e-07
"ENSG00000205726",10010.2638260119,-0.471704243584602,0.08208843768682,-5.74629334991398,9.12209938663439e-09,1.44722714908914e-07
"ENSG00000054356",483.864985003139,1.05237948492101,0.183188924437843,5.74477680979065,9.2042309489983e-09,1.45947898741926e-07
"ENSG00000075785",13938.573977592,-0.362741203882717,0.0631805759380907,-5.74134057021195,9.39299661601354e-09,1.4886037808077e-07
"ENSG00000204131",1532.81670649849,0.725321541577645,0.126335083435658,5.74125192980973,9.39791542124199e-09,1.4886037808077e-07
"ENSG00000147251",1963.94515420694,-0.512392657167817,0.0892692152361454,-5.73985842501669,9.47557323750902e-09,1.50010578550389e-07
"ENSG00000146411",766.867851743758,0.853952714482429,0.14882428684968,5.73799298863742,9.58050811986367e-09,1.51591156937013e-07
"ENSG00000149970",724.533738903286,0.79783822004569,0.139050285688919,5.73776757158632,9.59326456271156e-09,1.51712302470484e-07
"ENSG00000291049",332.71633718751,1.04009332577347,0.181282574534467,5.73741479810967,9.61326130171336e-09,1.51947759799186e-07
"ENSG00000107099",120.37999064831,-1.615522569735,0.281678679125586,-5.73533848834447,9.73177918769154e-09,1.53739370948625e-07
"ENSG00000249695",47.9184373560669,2.94060131517662,0.513293878713505,5.72888444052129,1.0109322900806e-08,1.59618911003331e-07
"ENSG00000186891",56.4168038240813,3.1828361851353,0.555939736231337,5.72514605038208,1.03344795244142e-08,1.63087407115517e-07
"ENSG00000112855",1558.13522777655,-0.567625338447718,0.0991604532621527,-5.72431165625145,1.03853949418579e-08,1.63803999647639e-07
"ENSG00000281398",6054.43090604329,0.502611210038307,0.0878947662342411,5.71832921995423,1.07576562022277e-08,1.69495762207451e-07
"ENSG00000260903",520.977152220244,0.882962882782402,0.154407715927468,5.71838575215481,1.07540784904138e-08,1.69495762207451e-07
