"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000231013",3.61871774845171,3.22067349937928,1.81367210685689,1.77577495248617,0.0757700177049586,0.208176846464339
"ENSG00000186300",599.987714141416,-0.285479968636561,0.160778763407346,-1.77560744084885,0.0757976427243631,0.208233512940675
"ENSG00000258479",22.6368671423046,1.23972259715912,0.698235852232774,1.77550693393187,0.0758142216696864,0.208259825654092
"ENSG00000110002",1991.73384908689,0.170838692741434,0.0962283412666544,1.77534695592466,0.0758406166692595,0.208313095481114
"ENSG00000298839",2.51734472142398,-4.81415210986385,2.71221716222506,-1.77498770264929,0.0758999177053333,0.208399007936178
"ENSG00000165970",2.51734472142398,-4.81415210986385,2.71221716222506,-1.77498770264929,0.0758999177053333,0.208399007936178
"ENSG00000263860",2.51734472142398,-4.81415210986385,2.71221716222506,-1.77498770264929,0.0758999177053333,0.208399007936178
"ENSG00000268500",2.51734472142398,-4.81415210986385,2.71221716222506,-1.77498770264929,0.0758999177053333,0.208399007936178
"ENSG00000136935",914.048460707402,0.202557655214012,0.114121212973625,1.77493429955767,0.075908736048562,0.208403984424234
"ENSG00000151876",90.685202727245,0.647109517658538,0.364609190758205,1.77480308796625,0.0759304063002628,0.208444241068099
"ENSG00000162576",782.266267113837,0.228884596116764,0.128981410569478,1.77455491536489,0.0759714070499144,0.208488127181392
"ENSG00000088727",254.329295238225,-0.423757981222621,0.238795788234105,-1.77456220796988,0.0759702019765803,0.208488127181392
"ENSG00000295161",41.9940165924622,0.919167051954299,0.517975810164889,1.77453663649215,0.0759744276278714,0.208488127181392
"ENSG00000278505",4.22075383615653,2.8428500396064,1.60194006981304,1.77462945910217,0.0759590897353205,0.208488127181392
"ENSG00000118363",6097.10981821012,0.145775267561995,0.0821550228696905,1.77439263565437,0.0759982271474417,0.208534200069638
"ENSG00000251023",22.0321789505471,-1.47938270523266,0.833813154968718,-1.77423766513754,0.0760238464585659,0.208585257388209
"ENSG00000300122",21.5714237440545,1.15555198626778,0.651316540436009,1.77417878178592,0.0760335827436157,0.208592731335824
"ENSG00000105085",319.841881636855,-0.317323525973287,0.178885134762537,-1.77389544634058,0.0760804461127524,0.208702050029145
"ENSG00000118997",17.0251685496934,1.31321961156508,0.740345770867863,1.77379227820221,0.0760975158593732,0.208729626949634
"ENSG00000171631",13.5127017279131,1.58091609323805,0.89131575744078,1.77368803371918,0.0761147668663393,0.208757695922275
"ENSG00000270607",21.2020536683112,1.2985960273691,0.732280836479671,1.77335792864922,0.0761694156945293,0.208888320149826
"ENSG00000185837",24.6838248804656,-1.13785342730048,0.641654645768159,-1.7733112894995,0.0761771393761225,0.20889024382573
"ENSG00000103351",410.699486440745,0.297771214009218,0.167924317531903,1.77324653383002,0.0761878643052305,0.208900396302672
"ENSG00000296250",5.50214166910222,-2.51099245437451,1.41619651664765,-1.77305368630506,0.0762198112913362,0.208968730551463
"ENSG00000261572",23.6482593138005,1.142692054384,0.64452691440854,1.77291596183009,0.0762426333188151,0.208992776754035
"ENSG00000306205",3.73448893114382,3.27158628572241,1.84529695648633,1.77293214201789,0.0762399518456847,0.208992776754035
"ENSG00000169554",6.84730744990182,2.44605600553467,1.37995188163514,1.77256615834769,0.0763006235601272,0.209113197811231
"ENSG00000035115",2096.84886767646,0.18127322048519,0.102264712542244,1.77258817806102,0.0762969720827326,0.209113197811231
"ENSG00000309423",180.172223859489,-0.464506433660311,0.262089081621637,-1.77232271862012,0.0763410020976915,0.209204586771076
"ENSG00000300464",5.02306264508261,2.75665667132638,1.55596608597218,1.77166886616555,0.0764495406968928,0.209480988668889
"ENSG00000253583",8.31130587681961,-1.86816098349607,1.05448692910311,-1.77163028951437,0.076455948296572,0.209480988668889
"ENSG00000286031",5.7153064976383,2.20711102041456,1.24600718708954,1.77134694188241,0.0765030258927111,0.209590671507688
"ENSG00000133119",3555.17178103386,-0.147586706099576,0.0833220359287253,-1.77128060367876,0.0765140512558903,0.209601573138316
"ENSG00000066322",1808.32243919001,-0.186302857997912,0.105186360318987,-1.77116935535114,0.0765325435585445,0.209632925712341
"ENSG00000186298",34391.4575802579,0.11248234989234,0.063513302081858,1.77100459597218,0.0765599374544745,0.209683206315551
"ENSG00000198040",3858.53783939848,-0.176807127131885,0.0998360848362374,-1.7709741665241,0.0765649977140389,0.209683206315551
"ENSG00000301036",63.3538501466764,0.700547409585837,0.395624010961939,1.77074037514177,0.076603885106802,0.209751083419738
"ENSG00000226900",55.6006339343425,0.802972418725477,0.453463390621318,1.77075467465031,0.0766015061539387,0.209751083419738
"ENSG00000173715",950.542913537996,0.22003222930552,0.124295080186706,1.77024085728096,0.0766870257369649,0.209959406773815
"ENSG00000112782",22.0058878586182,-1.17216228331679,0.66219674625441,-1.77011181336498,0.0767085159860237,0.20997959188702
"ENSG00000089091",340.746244805049,0.364722747068828,0.206042572168355,1.77013295471199,0.0767049948885732,0.20997959188702
"ENSG00000166024",1297.24296073485,-0.18650417983734,0.105372154326307,-1.7699569780057,0.0767343078765738,0.210030866433975
"ENSG00000156802",4872.7264760939,-0.134554220179486,0.0760265338264454,-1.76983236519303,0.0767550705433181,0.210066953967933
"ENSG00000299022",324.579128275607,0.359989268546692,0.203407762994113,1.76979119797464,0.0767619307258249,0.210066953967933
"ENSG00000303153",2.57054196931305,3.72805141536775,2.10654042309885,1.7697507128221,0.0767686777350791,0.210066953967933
"ENSG00000234776",10.085420585182,1.70388180222862,0.96281453471426,1.76968849222274,0.0767790479841068,0.2100716288316
"ENSG00000139117",625.542403295902,0.262732842793377,0.148467966558806,1.7696264647722,0.076789387177833,0.2100716288316
"ENSG00000242553",114.758565791488,0.551049529663221,0.311395439598685,1.7696133584146,0.0767915719875894,0.2100716288316
"ENSG00000265539",2.57744167853387,-3.79492008675449,2.1447042064857,-1.76943751743408,0.0768208893108602,0.210132505225762
"ENSG00000143751",1851.17853447283,-0.195993493320273,0.110795095113856,-1.76897265279537,0.0768984384364102,0.210305952759759
"ENSG00000161281",23.1620766715964,-1.12684182062831,0.636999732504843,-1.76898319281435,0.0768966794345099,0.210305952759759
"ENSG00000143569",13296.3432736126,-0.120471003684716,0.068104847813158,-1.76890496863339,0.076909734887325,0.210317060068248
"ENSG00000268362",270.535795253484,-0.37517664055344,0.212100379521828,-1.76886359844929,0.0769166402152309,0.210317060068248
"ENSG00000185875",875.473255514009,0.242779316061031,0.137266999980268,1.76866483638406,0.0769498237456022,0.210388456522098
"ENSG00000187118",1698.83085664512,0.185019261689282,0.104614429147085,1.76858262476536,0.076963552470375,0.210403257794938
"ENSG00000295132",87.2192896015139,0.623805615113924,0.352721960196701,1.7685477104007,0.0769693835117663,0.210403257794938
"ENSG00000156411",4658.94087383066,-0.1493728585832,0.084463305694604,-1.7684941094218,0.0769783361017515,0.21040839511337
"ENSG00000188428",1039.10317681816,-0.219290830855573,0.124017450417835,-1.76822560145163,0.0770231958520193,0.210511669148293
"ENSG00000145740",3031.66473938046,0.165047157511632,0.0933561876847594,1.76792949246123,0.0770726916188068,0.210627593714713
"ENSG00000141627",3876.8710891509,-0.136065656611695,0.0769735771408896,-1.76769304046564,0.077112234098299,0.210716298706788
"ENSG00000246820",5.1629426943971,2.71709688774919,1.53719259640813,1.76757089131061,0.0771326678932504,0.210752775954856
"ENSG00000296433",18.1790649613543,-1.40871935273847,0.797176494884355,-1.76713608815427,0.0772054400121553,0.210920532692044
"ENSG00000301440",5.7070053057,2.88064430104212,1.63013569523697,1.76711933212613,0.0772082455536246,0.210920532692044
"ENSG00000225778",15.2438368242793,1.47334225319193,0.83380564366027,1.76700921179209,0.0772266855918581,0.210951535013866
"ENSG00000287967",17.1784914383723,-1.30080404588619,0.736191758635216,-1.76693644098607,0.0772388732891197,0.210965454387241
"ENSG00000168936",5120.09537352593,0.196283022974047,0.111131705633751,1.76621983667671,0.0773589743246055,0.211274091923801
"ENSG00000260305",7.87959395771776,-2.30231034223061,1.30373895278439,-1.76592893639757,0.0774077718601531,0.211387954606075
"ENSG00000106701",858.435953089675,0.260869673142516,0.14773846262066,1.7657532677346,0.0774372518250082,0.211449048103407
"ENSG00000015676",5382.24478658404,-0.14310923982313,0.0810495925180661,-1.76569968308269,0.0774462459927339,0.211454197296545
"ENSG00000237068",6.05698656522133,2.9794472064057,1.68749515846333,1.76560341015666,0.0774624075124978,0.211478913020766
"ENSG00000134461",752.201566430515,-0.231447547075749,0.131104275164969,-1.76536994529368,0.0775016111146257,0.211566525266291
"ENSG00000171503",951.203611284092,0.215896710515793,0.122314702904143,1.76509205671692,0.0775482954482998,0.211674540713945
"ENSG00000169718",6357.73784520867,-0.14903685944694,0.0844502388427011,-1.76478908158614,0.0775992203369024,0.211794110226795
"ENSG00000113248",1450.87696307547,0.190905325764158,0.108207278258251,1.76425586926359,0.0776889102748111,0.212000001279223
"ENSG00000102409",3851.77693695625,0.144275367951937,0.08177588141225,1.76427774865078,0.0776852283526948,0.212000001279223
"ENSG00000309300",9.18033951191722,1.92128655548866,1.08903631839461,1.76420797271564,0.0776969709308383,0.212001415721482
"ENSG00000165948",959.594781560679,0.229130533132252,0.129880215785502,1.76416809709234,0.0777036822406063,0.212001415721482
"ENSG00000125247",5522.4632055331,0.153920349280938,0.0872538123825441,1.76405299754823,0.077723056841807,0.212034828675095
"ENSG00000144061",261.968995381585,0.380895275461315,0.215937308466292,1.76391600954298,0.0777461210353927,0.212078300086183
"ENSG00000212124",42.5543131162128,0.863117907863805,0.489340676107022,1.76383846675161,0.0777591791157034,0.21209447103932
"ENSG00000125753",8521.64129362863,0.170882761378329,0.0968878466320251,1.76371719796119,0.0777796041642588,0.212130731188613
"ENSG00000128714",3.9691739599044,-3.46414062638801,1.96424334132223,-1.76360054455174,0.0777992559766476,0.212164876011857
"ENSG00000279602",57.0570563876461,0.703153134734138,0.398741449517892,1.76343125497563,0.0778277822405171,0.2122037615315
"ENSG00000290082",26.3856198333132,-1.16196094886835,0.65890706227644,-1.76346713427827,0.0778217356611541,0.2122037615315
"ENSG00000236212",30.7164551453426,-0.947673957001429,0.537436950038976,-1.76332118015462,0.0778463350481343,0.212215444343553
"ENSG00000270179",20.989917677609,1.12443274996476,0.637675620618652,1.76333031028201,0.0778447960533709,0.212215444343553
"ENSG00000279259",16.1175969195793,1.28686062986716,0.729817843338699,1.76326276702165,0.0778561818832932,0.212222839043556
"ENSG00000276256",568.938302757441,0.233453438319061,0.132451209614567,1.76256176895938,0.0779744298675748,0.212525688589953
"ENSG00000206417",838.19283376592,0.229858333438361,0.130428297026055,1.76233485125121,0.0780127388371632,0.212571671905202
"ENSG00000232472",1239.91564437745,-0.202049117653705,0.114645081552307,-1.76238801453963,0.0780037622673518,0.212571671905202
"ENSG00000299001",37.4264805098222,0.982307477431181,0.557376488826115,1.7623769518876,0.0780056301161477,0.212571671905202
"ENSG00000128607",2312.48500554329,-0.151124799451734,0.0857619719061936,-1.7621423119449,0.0780452559520575,0.212640797655784
"ENSG00000307051",3.3595039570838,3.18385016129995,1.80733145388003,1.76163047152462,0.0781317520877584,0.212837475215618
"ENSG00000182050",777.246397550852,-0.25458353682335,0.144513913433285,-1.7616541603164,0.0781277471868488,0.212837475215618
"ENSG00000151014",1077.27724483011,-0.201423553531118,0.114345607790545,-1.76153293006305,0.0781482445119961,0.212862909028326
"ENSG00000198346",2815.43614302352,-0.154104442721684,0.0874857479115423,-1.76148054283654,0.0781571033751932,0.212867547528097
"ENSG00000233492",6.2882070843416,2.31999917117949,1.31725939088284,1.76123183272552,0.0781991722793056,0.212962627281196
"ENSG00000141424",5451.95786332208,0.148639706343468,0.0844140443006132,1.76084095454704,0.0782653259261078,0.213123274471249
"ENSG00000213424",5.70231737607678,2.52561107026168,1.43437522867363,1.76077432165161,0.0782766076635133,0.213134484958035
"ENSG00000230534",8.80522768318302,2.30433811961632,1.30874121610645,1.76072862324287,0.0782843457099025,0.213136045380969
"ENSG00000223343",37.5270136447852,0.945232344279807,0.536869484733213,1.76063712160791,0.0782998414228251,0.213145143742482
"ENSG00000163116",19.3589352052667,1.28894198915037,0.732111321495384,1.76058196520936,0.0783091833113117,0.213145143742482
"ENSG00000102312",1364.70342381828,0.187525876260224,0.106512267954189,1.76060354231571,0.0783055286695101,0.213145143742482
"ENSG00000147168",7.88251086739289,1.84171314446238,1.04620293387143,1.76037849334565,0.0783436533693969,0.213219456246976
"ENSG00000137720",654.179228204721,0.228822388427973,0.129994469860205,1.7602470987731,0.0783659194145512,0.213260543850028
"ENSG00000168803",907.636515246959,-0.218876149197785,0.124349825461375,-1.76016450675092,0.0783799180450878,0.21327912752353
"ENSG00000279735",17.8802892959976,-1.3039949237878,0.740862196915647,-1.76010455009931,0.0783900814518442,0.213287272747463
"ENSG00000118156",5.93304310220304,-2.34628644859996,1.33316633855732,-1.75993526144606,0.0784187837983956,0.213306836288485
"ENSG00000069998",6818.46283399424,-0.142360570446593,0.0808885463280368,-1.75995956052,0.0784146634429092,0.213306836288485
"ENSG00000260708",816.474551343924,0.236226578943064,0.134219131232045,1.7600067648677,0.0784066595800569,0.213306836288485
"ENSG00000188739",38.9196220026459,0.9440330862161,0.536494464049897,1.75963248360434,0.0784701401364525,0.213427014596238
"ENSG00000197894",22853.2398545173,-0.122028189230203,0.0693535376394726,-1.75950922452657,0.0784910548376225,0.213464381811552
"ENSG00000280433",259.031003645522,-0.348403844163222,0.198026182270616,-1.75938272489193,0.0785125241159819,0.21350325028596
"ENSG00000124279",555.920925581363,-0.254943131993502,0.144920419854652,-1.75919399246288,0.0785445643100311,0.213570855075914
"ENSG00000249352",5.10490686063696,-2.78730892463919,1.58467043090478,-1.75892025892585,0.0785910536393272,0.213661364200789
"ENSG00000287170",11.3096962785355,1.56323379781013,0.888749714866145,1.75891341697428,0.0785922159237919,0.213661364200789
"ENSG00000238121",3.4656211697426,3.17340022771958,1.80425664390857,1.75884081593016,0.0786045499721335,0.2136753676342
"ENSG00000040608",2556.16641281734,-0.200565934637918,0.114043030082487,-1.75868647555971,0.0786307757871043,0.213727127863578
"ENSG00000233960",2.78863401204329,-3.91813666847614,2.22799953184002,-1.75858953849973,0.0786472511602619,0.213732850380441
"ENSG00000249406",15.8527084373688,1.29763636807765,0.737873188223801,1.758617048007,0.0786425753730325,0.213732850380441
"ENSG00000143155",2669.99689308427,-0.158200644571549,0.0899668307678885,-1.7584330049338,0.0786738614552057,0.213785635946652
"ENSG00000159712",49.9230588867208,0.771213044506148,0.438644220439338,1.75817441236024,0.0787178375609575,0.21388559681456
"ENSG00000104472",2133.83441863231,-0.186286666414935,0.105962833324013,-1.75803780034181,0.0787410777957361,0.213929202775574
"ENSG00000125841",1565.71522720974,0.192608083252845,0.109569197874492,1.75786705560692,0.078770132486524,0.213988596445354
"ENSG00000297441",3.38176106869439,3.19356803653645,1.81698480473808,1.75761956192958,0.0788122626062798,0.214083497009315
"ENSG00000163510",4142.66221095594,0.137608312672524,0.0783018363764806,1.75740849819784,0.0788482058453733,0.21416157590233
"ENSG00000198502",42.6632883932971,0.840737012478413,0.478443881129507,1.7572322390112,0.0788782322387528,0.214184273051792
"ENSG00000234710",13.3572922579217,1.48860690558538,0.847150638382359,1.75719268585795,0.078884971540004,0.214184273051792
"ENSG00000171100",924.360996740599,-0.210982760856857,0.120066630949127,-1.75721396685355,0.0788813454993239,0.214184273051792
"ENSG00000198924",1596.51541688989,-0.183312666676341,0.104321459945536,-1.75719038798003,0.0788853630804934,0.214184273051792
"ENSG00000284862",31.6299767445504,0.946299065191715,0.538643730075566,1.75681811994537,0.0789488155302907,0.214336991473903
"ENSG00000289539",15.5714897733827,-1.67105033989067,0.951242111287323,-1.75670349331909,0.0789683618007894,0.214370492652681
"ENSG00000131871",3370.74014387196,-0.147371106617207,0.0838942921951334,-1.75662852336163,0.0789811478974408,0.214385637969265
"ENSG00000285184",77.5490233179064,0.708257483615524,0.403214538658217,1.75652764399916,0.0789983554904122,0.214412781092454
"ENSG00000187608",1234.41214407886,0.180882377920236,0.102982419247266,1.75643939268827,0.0790134115422052,0.214422771051841
"ENSG00000243232",613.463743954418,-0.25587267285013,0.145678393711842,-1.756421568982,0.0790164526261566,0.214422771051841
"ENSG00000274505",3.90973723275162,2.74143224784903,1.56088949220919,1.75632692867255,0.0790326017675947,0.214447031358263
"ENSG00000232811",51.5030496659609,-0.782725295927347,0.445672889544168,-1.75627756206556,0.0790410266042059,0.214450330025111
"ENSG00000235902",10.6978911111304,1.68689960096688,0.960715534326824,1.7558783434775,0.0791091835368844,0.214615675574254
"ENSG00000147246",638.39184997545,0.256400386767304,0.146030771935303,1.75579696915455,0.0791230821004003,0.214633806605928
"ENSG00000064995",3582.19368537655,-0.139853744188819,0.0796606587602307,-1.75561872529528,0.0791535327167799,0.214684480346267
"ENSG00000165060",775.766714803793,-0.211853693945296,0.120672884292301,-1.75560313476996,0.0791561966059721,0.214684480346267
"ENSG00000164654",3599.67715316158,0.133086159843671,0.0758340077458629,1.75496672007199,0.0792650004305242,0.214902014442398
"ENSG00000296068",8.23728137058388,1.92470907253714,1.09665694926493,1.75506941694687,0.0792474347658702,0.214902014442398
"ENSG00000172236",2.57160710346114,3.71677096407473,2.11786049285766,1.75496496422181,0.0792653007853561,0.214902014442398
"ENSG00000174951",1256.60291200348,0.219509111178784,0.12507542574728,1.75501390354898,0.0792569295957569,0.214902014442398
"ENSG00000119986",434.858021507924,-0.284123496971827,0.161923464763595,-1.75467772621245,0.0793144480332337,0.215015664416714
"ENSG00000260314",8.65894506967281,2.41876637977412,1.37857068554976,1.75454650612242,0.0793369084116975,0.215056954120901
"ENSG00000103111",3158.65985323508,-0.149912076180995,0.0854474138798003,-1.75443666898892,0.079355712737647,0.215088326816108
"ENSG00000197885",688.530986748952,-0.232461233373295,0.132503895638742,-1.75437282241933,0.0793666450571809,0.215098359194238
"ENSG00000183921",27.7967984160065,0.99598637725469,0.567786890235283,1.75415529027443,0.0794039018428555,0.21517972744096
"ENSG00000309837",5.56331864208638,-2.52997007374186,1.44231528020518,-1.75410335622455,0.079412798703237,0.215184234197959
"ENSG00000105058",2173.63393174217,-0.232719411478076,0.132706085123908,-1.75364536796324,0.0794912921059948,0.215377308158942
"ENSG00000283167",2.87597480329617,3.90040998006557,2.22438406636054,1.75347865463148,0.0795198803203427,0.215435143887909
"ENSG00000207574",2.79201700635112,-3.91866647990217,2.23529464790475,-1.7530872198774,0.0795870369049832,0.215581097021726
"ENSG00000276116",40.8820326811139,-0.779548162745716,0.444673425999726,-1.75308016437707,0.0795882478062526,0.215581097021726
"ENSG00000103044",4663.31215159416,-0.166463223360653,0.094962570924677,-1.75293509579358,0.0796131485430627,0.215628911017981
"ENSG00000231672",3.39398381538957,3.23326688218015,1.84453550414445,1.75288948080174,0.0796209795753059,0.215630487930319
"ENSG00000180376",1420.56996130285,0.21806761861023,0.124410864688315,1.75280204953604,0.0796359912387152,0.215631879790466
"ENSG00000134533",22.2902052038351,1.17445376566448,0.670038428612614,1.75281553342591,0.0796336759487212,0.215631879790466
"ENSG00000153207",5575.05354967529,0.138121482497746,0.0788081578440277,1.75262924900628,0.0796656672939172,0.215672970967615
"ENSG00000291242",75.6236451539453,0.674047697536506,0.384587045127088,1.75265315375812,0.0796615614540507,0.215672970967615
"ENSG00000177875",109.528400170764,0.600952711503666,0.342934792578133,1.75238186532721,0.0797081675999496,0.215768392173601
"ENSG00000174485",735.448174637501,-0.234377155792,0.133767081165186,-1.75212880291955,0.0797516625744964,0.215863924479275
"ENSG00000291060",39.3474048899853,0.855284739823288,0.488150559303314,1.75209210257578,0.0797579720291699,0.215863924479275
"ENSG00000236819",5.21323700382101,-2.77643656305674,1.58492194670405,-1.75178125890081,0.0798114279669692,0.215988950849111
"ENSG00000197472",326.229548274338,-0.326269283277679,0.186302421420112,-1.75128847381936,0.0798962321282217,0.216182461740634
"ENSG00000120942",2124.03518523578,-0.164681598876705,0.0940386681791008,-1.7512115182561,0.0799094821411518,0.216182461740634
"ENSG00000237693",12.5984979813064,1.79882410448871,1.02721602385938,1.75116437312797,0.0799176003513722,0.216182461740634
"ENSG00000196110",361.548804527397,-0.393303428681536,0.224596624196221,-1.75115467602898,0.0799192702377299,0.216182461740634
"ENSG00000224413",3.40466706359695,3.23800393613493,1.84905643601803,1.75116555290655,0.0799173971898495,0.216182461740634
"ENSG00000272384",12.9277912344056,-1.48389995647045,0.847406591337705,-1.75110740421312,0.079927411074292,0.216184824261408
"ENSG00000144040",1818.52504696367,0.181760866557004,0.103809350341394,1.75091035594822,0.0799613526708689,0.216250498516031
"ENSG00000128408",73.8662010819721,0.687592707420755,0.392712182974475,1.75088203837426,0.0799662313401801,0.216250498516031
"ENSG00000246662",37.0055546548695,-0.835770350696228,0.477381431262502,-1.75073912800906,0.0799908562227169,0.216297427511786
"ENSG00000144278",1297.97636597715,0.204529475833626,0.116839663940683,1.75051407146688,0.080029648204689,0.216382652712678
"ENSG00000104341",63592.8639905907,-0.146860083512533,0.0839018623975648,-1.75037930405697,0.0800528847727801,0.216425807810224
"ENSG00000114739",14383.7316302903,-0.16591772169417,0.0947954260999653,-1.75027138460461,0.0800714961743435,0.216442007301665
"ENSG00000134909",2660.16862329338,-0.167862444320106,0.0959072054407943,-1.75025894611987,0.0800736414967508,0.216442007301665
"ENSG00000290687",717.960615613305,-0.245580260720422,0.140314098906959,-1.75021799401117,0.0800807050244438,0.216442007301665
"ENSG00000083642",3406.15334173512,-0.152643217802369,0.0872174235029107,-1.75014591892037,0.0800931379558475,0.216455943924102
"ENSG00000122965",3422.57357820579,0.143934759638331,0.0822437419728102,1.75009983964391,0.0801010874390107,0.216457762359034
"ENSG00000301878",21.8356002814915,-1.19641768768664,0.683963256094497,-1.74924263405364,0.0802490873654997,0.216838005437507
"ENSG00000288728",179.627620381265,0.429087331367495,0.245318210691123,1.74910509154069,0.0802728552933421,0.216862830479616
"ENSG00000053747",142.54417976189,0.479274303384247,0.274005267344579,1.74914266440553,0.0802663619757374,0.216862830479616
"ENSG00000258982",65.7839417710022,0.698492715500283,0.399362995309584,1.7490171190218,0.0802880603151205,0.216884210878486
"ENSG00000231541",2.50756712208019,4.74700588140071,2.7146550879964,1.74865893733274,0.0803499919927023,0.216972695334687
"ENSG00000261829",2.50756712208019,4.74700588140071,2.7146550879964,1.74865893733274,0.0803499919927023,0.216972695334687
"ENSG00000297776",2.50756712208019,4.74700588140071,2.7146550879964,1.74865893733274,0.0803499919927023,0.216972695334687
"ENSG00000204161",2.50756712208019,4.74700588140071,2.7146550879964,1.74865893733274,0.0803499919927023,0.216972695334687
"ENSG00000089225",5.85392077167772,-3.00210909844151,1.71685124640001,-1.74861340185208,0.0803578681193241,0.216974267309207
"ENSG00000253796",4.34923404605797,-2.95343246408783,1.68919543442868,-1.74842555449289,0.0803903661073803,0.217042314448742
"ENSG00000188782",76.5991057009764,0.656827201237969,0.375694807208851,1.74829991960159,0.0804121071650417,0.217081309723069
"ENSG00000188730",128.792401209404,-0.489379520408608,0.279961514364682,-1.74802426511787,0.0804598257772192,0.217190420816238
"ENSG00000213366",442.263553290614,0.292418520127742,0.167303792119743,1.74782960041008,0.0804935380854758,0.21726170741572
"ENSG00000306798",6.72642356113833,-2.06920878588963,1.1839779506207,-1.74767510223044,0.0805203024634314,0.217314229484639
"ENSG00000177119",8335.98248257609,-0.143986768100736,0.0823966403669022,-1.74748348305927,0.0805535075102605,0.217384123007141
"ENSG00000220472",489.443060297402,-0.328096451132337,0.187758603685141,-1.74743763903641,0.0805614533164688,0.217385844684779
"ENSG00000223711",7.31151889802551,2.12424763940193,1.21567915497769,1.7473752270112,0.0805722717554901,0.217395316817285
"ENSG00000132879",1875.37860119081,0.183324114519389,0.104919307695829,1.74728673440033,0.0805876130000684,0.217416989290136
"ENSG00000163312",461.604983751842,-0.266473993487218,0.152512375235937,-1.74722866308378,0.0805976816413033,0.217424434187345
"ENSG00000164751",2740.20530745426,-0.148940469111529,0.0852685771443651,-1.74672164236261,0.0806856343659439,0.217641962775094
"ENSG00000300644",2.51109290006097,4.74485648946817,2.71671625272978,1.74654106210043,0.0807169783845438,0.217706769063834
"ENSG00000137210",2782.39455914885,0.148742210393489,0.0851672869540161,1.74647115944645,0.0807291143144593,0.217719760971189
"ENSG00000122085",1631.34006268835,0.168248803671329,0.0963432625768002,1.74634737470313,0.0807506084493197,0.217757986541738
"ENSG00000046651",2185.78118098542,0.149651774141642,0.0856997776904825,1.74623293285697,0.080770484406075,0.217791841880667
"ENSG00000153975",1547.42367269682,0.172961925220075,0.0990669237204329,1.7459099235601,0.0808266052361246,0.217923413936282
"ENSG00000224714",4.64083768118374,-2.62063856942696,1.50128087104535,-1.74560178576191,0.0808801717420372,0.218031956691029
"ENSG00000124193",6315.12758466954,-0.155286131911758,0.0889589046474958,-1.74559401925066,0.0808815222404111,0.218031956691029
"ENSG00000214999",75.34705607822,0.697518817497397,0.399690799950808,1.74514604184846,0.0809594508528376,0.218204019924714
"ENSG00000198768",388.471099028841,-0.317672255446269,0.1820322454543,-1.74514276112703,0.0809600217806526,0.218204019924714
"ENSG00000270402",8.63521119891494,1.70706164599008,0.978325618085843,1.74488086014762,0.0810056096671703,0.218307109147428
"ENSG00000131095",66.3893584750829,0.702851698519975,0.402850843224998,1.74469461921275,0.0810380404385576,0.218374724968364
"ENSG00000234224",17.603499828098,1.4144588020484,0.810763455499012,1.74460108241784,0.0810543322965581,0.218398842647257
"ENSG00000260196",53.59882431273,0.896116450908478,0.513667394710373,1.74454610149773,0.081063909890025,0.21840486618047
"ENSG00000178252",14009.4353825349,-0.121197108696649,0.0694818276646445,-1.74429937683289,0.0811069002671872,0.218417823982469
"ENSG00000106028",10533.827379204,0.154825602544557,0.0887592999454783,1.74433104632034,0.0811013810030368,0.218417823982469
"ENSG00000105939",3347.41632955743,-0.141123819703984,0.0808999017703525,-1.74442510578797,0.0810849903960082,0.218417823982469
"ENSG00000255310",660.483012025615,0.238269436878043,0.136595436698295,1.74434404719039,0.0810991153383161,0.218417823982469
"ENSG00000168913",611.882636863396,-0.310159508936468,0.177800489454319,-1.74442438200461,0.0810851165107225,0.218417823982469
"ENSG00000176386",911.361790503644,0.263169459590152,0.150876935607414,1.74426567275284,0.0811127744489977,0.218417823982469
"ENSG00000087269",1862.1200942603,-0.173456072329367,0.0994470720793355,-1.74420491928601,0.0811233638586412,0.218426566319967
"ENSG00000112306",50290.1143437916,-0.14842654684892,0.0851156698127436,-1.74382163913486,0.0811901959709192,0.218566946565333
"ENSG00000138207",22.3821307172961,-1.22692769811707,0.703568888810487,-1.74386292178357,0.0811829954168183,0.218566946565333
"ENSG00000198754",85.8485827980331,0.629837898746761,0.361275404402473,1.7433733131888,0.0812684267458186,0.218757749561838
"ENSG00000174177",1858.0195259886,-0.205631193267303,0.117962389235862,-1.74319284815561,0.0812999343127646,0.218822760224557
"ENSG00000186281",91.1119550819103,0.540568150206784,0.310134499215847,1.74301198858422,0.0813315207084356,0.218887971276018
"ENSG00000196391",139.945239714002,-0.498016726637729,0.285800433869055,-1.74253313718168,0.0814151982724179,0.219093351095496
"ENSG00000227536",10.7089853855912,1.79827147263639,1.03201240173543,1.74249017706806,0.0814227088119499,0.219093742110273
"ENSG00000286061",50.877987824486,-0.703512212450679,0.40375519226055,-1.74242270052763,0.0814345065923891,0.219094368557374
"ENSG00000168970",481.384459971524,0.290876294321328,0.16693958157704,1.74240459676182,0.0814376721396739,0.219094368557374
"ENSG00000185716",1104.9582152141,0.203835779147416,0.117007657202286,1.74207213460413,0.0814958228118033,0.219230985818657
"ENSG00000222035",25.293407197333,1.16825248496158,0.670639305537902,1.74199823260367,0.0815087535237756,0.219245943672281
